               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.025979,            0.052378,            0.003767,             0.91942,              0.9106,             0.94552,             0.75218,            0.023757,            0.059862,            0.012568,           0.0020305,           0.0020305,           0.0020305
                 163,            0.026021,            0.051631,           0.0049359,             0.91725,             0.91623,             0.94635,             0.74919,            0.023649,            0.060133,            0.012006,            0.001981,            0.001981,            0.001981
                 164,            0.025287,            0.050427,            0.004407,             0.92103,             0.91211,             0.94726,             0.75296,            0.023695,            0.059043,            0.011836,           0.0019315,           0.0019315,           0.0019315
                 165,            0.025342,            0.055175,           0.0041356,             0.91644,             0.91714,             0.94607,             0.75382,            0.023651,            0.058711,            0.011567,            0.001882,            0.001882,            0.001882
                 166,            0.025247,            0.052398,           0.0039238,             0.91924,             0.91371,             0.94696,             0.75577,            0.023775,            0.058782,            0.011448,           0.0018325,           0.0018325,           0.0018325
                 167,            0.025901,            0.052715,           0.0042533,             0.91909,             0.91598,              0.9479,             0.76146,            0.023656,            0.059066,            0.011351,            0.001783,            0.001783,            0.001783
                 168,            0.025823,            0.052279,           0.0046259,             0.91884,             0.91417,             0.94887,              0.7512,            0.023578,            0.058244,            0.011909,           0.0017335,           0.0017335,           0.0017335
                 169,            0.026297,            0.053498,           0.0038838,             0.91789,             0.91549,             0.94799,             0.75799,            0.023411,            0.057954,            0.012112,            0.001684,            0.001684,            0.001684
                 170,            0.024787,            0.053116,            0.003902,             0.91701,             0.91549,             0.94608,             0.75358,            0.023363,            0.057448,            0.012332,           0.0016345,           0.0016345,           0.0016345
                 171,            0.024389,            0.048979,           0.0045403,             0.91838,             0.91566,             0.94736,             0.75849,            0.023412,            0.057167,            0.013007,            0.001585,            0.001585,            0.001585
                 172,            0.025102,            0.052308,           0.0052581,             0.91837,             0.91285,             0.95045,             0.76108,            0.023449,            0.057259,            0.013093,           0.0015355,           0.0015355,           0.0015355
                 173,            0.024793,            0.051294,            0.004479,             0.92111,             0.91858,             0.95472,             0.76211,            0.023588,            0.058105,            0.011819,            0.001486,            0.001486,            0.001486
                 174,            0.024716,            0.052573,           0.0040545,             0.92273,             0.91747,             0.95599,             0.76496,            0.023637,            0.058621,             0.01115,           0.0014365,           0.0014365,           0.0014365
                 175,            0.025506,            0.054604,           0.0043595,             0.92307,             0.91632,             0.95672,             0.76937,            0.023548,            0.058375,            0.011066,            0.001387,            0.001387,            0.001387
                 176,            0.024849,            0.052796,           0.0040757,             0.92332,             0.91747,             0.95627,             0.76577,            0.023507,            0.057809,            0.010837,           0.0013375,           0.0013375,           0.0013375
                 177,            0.025137,            0.052782,           0.0043021,             0.92343,             0.91933,             0.95723,             0.76443,            0.023381,            0.057786,            0.010366,            0.001288,            0.001288,            0.001288
                 178,            0.025401,            0.054522,           0.0041443,             0.92403,             0.91858,             0.95831,             0.76693,            0.023306,            0.057488,            0.010515,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025957,            0.054211,           0.0050709,             0.92381,             0.92158,             0.95751,             0.76764,             0.02344,            0.057283,            0.010212,            0.001189,            0.001189,            0.001189
                 180,            0.025173,             0.05265,           0.0057368,             0.92508,             0.92312,             0.95724,             0.76444,            0.023284,            0.057261,            0.010049,           0.0011395,           0.0011395,           0.0011395
                 181,            0.024956,            0.053155,            0.003267,             0.92459,             0.92241,              0.9561,             0.76841,            0.023367,            0.057377,           0.0099827,             0.00109,             0.00109,             0.00109
                 182,            0.025404,            0.052611,           0.0044219,             0.92474,             0.92165,             0.95495,             0.76805,             0.02339,            0.057532,            0.010243,           0.0010405,           0.0010405,           0.0010405
                 183,            0.024154,            0.049039,           0.0051113,             0.92359,             0.91974,             0.95422,             0.76407,            0.023288,            0.058057,            0.010766,            0.000991,            0.000991,            0.000991
                 184,            0.025122,            0.051898,           0.0044945,             0.92043,             0.91565,             0.95053,             0.76005,            0.023328,            0.058581,            0.011192,           0.0009415,           0.0009415,           0.0009415
                 185,            0.023803,            0.048381,           0.0041138,             0.92097,              0.9153,             0.95074,             0.76142,            0.023465,            0.059812,            0.011838,            0.000892,            0.000892,            0.000892
                 186,            0.025261,            0.050777,           0.0037278,             0.91984,             0.91016,             0.95073,             0.75964,            0.023501,            0.060389,            0.012542,           0.0008425,           0.0008425,           0.0008425
                 187,            0.024554,            0.052705,           0.0034003,             0.91947,             0.90961,             0.94739,             0.75862,            0.023609,            0.061076,            0.013535,            0.000793,            0.000793,            0.000793
                 188,             0.02488,            0.049868,           0.0042003,              0.9193,             0.90932,             0.94688,             0.75808,            0.023635,            0.061351,            0.013806,           0.0007435,           0.0007435,           0.0007435
                 189,            0.024579,            0.049663,           0.0042389,             0.91819,             0.90571,             0.94572,             0.75491,            0.023619,            0.061401,              0.0149,            0.000694,            0.000694,            0.000694
                 190,            0.024633,              0.0492,           0.0035719,             0.91762,             0.90607,             0.94553,             0.75386,            0.023574,            0.061032,            0.015629,           0.0006445,           0.0006445,           0.0006445
                 191,             0.02439,            0.049074,           0.0039946,             0.91992,             0.90556,              0.9453,             0.75707,            0.023584,            0.060855,            0.016047,            0.000595,            0.000595,            0.000595
                 192,             0.02435,             0.05086,           0.0026891,             0.92278,             0.90447,             0.94606,             0.75659,            0.023538,            0.060239,            0.015841,           0.0005455,           0.0005455,           0.0005455
                 193,            0.025079,            0.050081,            0.005546,             0.92327,             0.89921,             0.94663,             0.75939,            0.023477,            0.060144,            0.015491,            0.000496,            0.000496,            0.000496
                 194,            0.024979,            0.052317,           0.0038412,             0.92405,             0.89932,               0.947,             0.75884,            0.023481,             0.06018,            0.014788,           0.0004465,           0.0004465,           0.0004465
                 195,            0.025211,            0.054611,           0.0035438,             0.91731,             0.90774,             0.94794,             0.75926,            0.023543,            0.060778,            0.013797,            0.000397,            0.000397,            0.000397
                 196,            0.023868,            0.051626,           0.0036461,             0.91906,             0.91102,             0.94851,             0.76279,            0.023531,            0.060786,             0.01314,           0.0003475,           0.0003475,           0.0003475
                 197,            0.024313,            0.048475,           0.0035957,             0.92122,             0.91339,             0.94986,             0.76249,             0.02357,             0.06116,            0.012731,            0.000298,            0.000298,            0.000298
                 198,             0.02474,            0.051753,           0.0036007,             0.92042,             0.91404,             0.95038,              0.7608,            0.023524,            0.061073,            0.012448,           0.0002485,           0.0002485,           0.0002485
                 199,            0.024726,            0.051254,           0.0037302,             0.92015,             0.91472,             0.95031,             0.76169,            0.023521,            0.061116,            0.012315,            0.000199,            0.000199,            0.000199
